URL,Restaurant name,Rating,Total ratings,Type of restaurant,location,Opening Hours,Closing  Hours,Image URL,dining service,Dining service2,Delivery service
https://www.google.com/maps/place/Frituur+No.1/data=!4m7!3m6!1s0x399595c7cf72784d:0xe61e6f4102ecf93f!8m2!3d28.2115922!4d83.9581462!16s%2Fg%2F11gtz3q9r8!19sChIJTXhyz8eVlTkRP_nsAkFvHuY?authuser=0&hl=en&rclk=1,Frituur No.1,4.7,361,Fast Food,Middle Path St, Opens 6AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipP2mAzk0liErs0ylmiWu3rSzAOJ28rNfH5BdVB6=w122-h92-k-no,Dine-in,Kerbside pickup,Delivery
https://www.google.com/maps/place/Momotarou+Restaurant+Pokhara/data=!4m7!3m6!1s0x399594e3d9ea40bf:0x405bd0eed574faa9!8m2!3d28.2071043!4d83.9578328!16s%2Fg%2F11cjnpp61m!19sChIJv0Dq2eOUlTkRqfp01e7QW0A?authuser=0&hl=en&rclk=1,Momotarou Restaurant Pokhara,4.1,190,Japanese,Lakeside Rd 6, Opens 9AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipMzbInLjhtBdrxJcfibiqblzSxQeWM9apSRd7I6=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Laxman+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3995951b985ec581:0x773533c626b12c51!8m2!3d28.2060372!4d83.9606733!16s%2Fg%2F11cpggqgff!19sChIJgcVemBuVlTkRUSyxJsYzNXc?authuser=0&hl=en&rclk=1,Laxman Restaurant & Bar,3.3,90,Restaurant,"6X46+C77, Lakeside Rd", Opens 9AM,Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipPEwTCMLL5O1qbDKs3QeWfOcCAXQrGwa3grqG4_=w122-h92-k-no,Dine-in,Takeaway,Delivery
"https://www.google.com/maps/place/Bajeko+Macha+Mahal,+Ayurveda+Fish+Restaurant./data=!4m7!3m6!1s0x39959500101843a7:0x81d258d3ce2f4da0!8m2!3d28.2128813!4d83.9736638!16s%2Fg%2F11gfhdqynd!19sChIJp0MYEACVlTkRoE0vztNY0oE?authuser=0&hl=en&rclk=1","Bajeko Macha Mahal, Ayurveda Fish Restaurant.",4.1,63,Restaurant,6X7F+5F3, Opens 7AM,Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipOLQQ0l9CGNeZ_vBF5-SSYMzZ0QSyz2FoXygYXU=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/High+Tide+Restaurant/data=!4m7!3m6!1s0x3995951e56b2537d:0xa5a2e91e40f2522a!8m2!3d28.2105894!4d83.9558727!16s%2Fg%2F11byxfpx2n!19sChIJfVOyVh6VlTkRKlLyQB7poqU?authuser=0&hl=en&rclk=1,High Tide Restaurant,3.8,106,Restaurant,6X64+68Q, Opens 7:30AM,Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMrrZvSHkDur7EeR0hKcR79F0v-iYiBk3EPjPs=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Himalayan+Dorjee+Restaurant/data=!4m7!3m6!1s0x3995944e70b24e89:0x9cdd0426c68bf87c!8m2!3d28.214326!4d83.9580391!16s%2Fg%2F11g8b61xj0!19sChIJiU6ycE6UlTkRfPiLxiYE3Zw?authuser=0&hl=en&rclk=1,Himalayan Dorjee Restaurant,4.2,173,Restaurant,Hallan chowk, Opens 10AM,Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipMDnPgDKyGmqdp05v_4hdI1k2obN8PR8q6cRgu2=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Nepali+Kitchen/data=!4m7!3m6!1s0x3995951b46a8e5e3:0x6f77d37b1c1f95d4!8m2!3d28.2063112!4d83.9628836!16s%2Fg%2F11cn93b8ld!19sChIJ4-WoRhuVlTkR1JUfHHvTd28?authuser=0&hl=en&rclk=1,Nepali Kitchen,4.3,330,Nepalese,Pragati Marga, Opens 10AM,Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipObJ9JVMV4R7UNVdLvF8rmhacGo5dU--tmq74sD=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Tibetan+Pema+Restaurant/data=!4m7!3m6!1s0x3995950379d6d4d3:0x91e1e203dff272ac!8m2!3d28.2070295!4d83.9586111!16s%2Fg%2F11h19r8_4!19sChIJ09TWeQOVlTkRrHLy3wPi4ZE?authuser=0&hl=en&rclk=1,Tibetan Pema Restaurant,4.3,203,Restaurant,, Opens 9AM,Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipOMHHwrGsOwXRoZuV3tFCV_R3lEZgbDiPtd7DGq=w122-h92-k-no,Dine-in,Kerbside pickup,No-contact delivery
https://www.google.com/maps/place/Pokhara+Family+Restaurent/data=!4m7!3m6!1s0x399595f98922410b:0x51ad199b34211153!8m2!3d28.2088102!4d83.9865816!16s%2Fg%2F11h3m7tzf2!19sChIJC0EiifmVlTkRUxEhNJsZrVE?authuser=0&hl=en&rclk=1,Pokhara Family Restaurent,3.1,14,Restaurant,Prithvi Chowk, Opens 11AM,Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipNT2_9NUAuACRiIQmlqbRvUJPZLDKGg8836_tHV=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Tagaaro+Terrace+restaurant/data=!4m7!3m6!1s0x399594e6bde5cbeb:0x5b13880b64af5fd0!8m2!3d28.2202047!4d83.9575413!16s%2Fg%2F11g0m4p741!19sChIJ68vlveaUlTkR0F-vZAuIE1s?authuser=0&hl=en&rclk=1,Tagaaro Terrace restaurant,4.1,55,Restaurant,21, Opens 7AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipMxycN5Is9aWMkaeS83tJPXiwKMczMaSao8-pt2=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/New+Fewa+Restaurant/data=!4m7!3m6!1s0x399594e6b28b4c3b:0xc3476e52a179ac24!8m2!3d28.2190561!4d83.9578572!16s%2Fg%2F11c1l6q_jh!19sChIJO0yLsuaUlTkRJKx5oVJuR8M?authuser=0&hl=en&rclk=1,New Fewa Restaurant,4.5,57,Restaurant,Lakeside Rd, Opens 8AM,Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipPUjER_xP2TpEspl3M02hkqwCRGutymXjlbzlUr=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Smoking+Yak+Steakhouse+%26+Pub/data=!4m7!3m6!1s0x399595f1902af0f1:0x3568f0cb5cbea8c3!8m2!3d28.2115538!4d83.9570672!16s%2Fg%2F11fq8gmwlr!19sChIJ8fAqkPGVlTkRw6i-XMvwaDU?authuser=0&hl=en&rclk=1,Smoking Yak Steakhouse & Pub,3.9,220,Steak,"Centre Point, Lakeside Rd", Opens 10:30AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipOWdd4cuSnRnNBivbbBWsvpMOMKdOKJ1Fp4QrGW=w138-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Kalsang+Restaurant/data=!4m7!3m6!1s0x39959545de432141:0x6ac1ea733668fde4!8m2!3d28.2172096!4d83.9589786!16s%2Fg%2F11jsmd8rkq!19sChIJQSFD3kWVlTkR5P1oNnPqwWo?authuser=0&hl=en&rclk=1,Kalsang Restaurant,4.4,46,Tibetan,Lakeside Rd, Opens 7AM,Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipPBdTf_KbwZDXwe7pVBjcG5-fO7AmJSux1eo_AA=w80-h117-k-no,Dine-in,Drive-through,Delivery
https://www.google.com/maps/place/Crave+Restaurant/data=!4m7!3m6!1s0x399595d73c76e035:0x3bc5a1e3c944bcf4!8m2!3d28.2070187!4d83.9592182!16s%2Fg%2F11r9pglz3x!19sChIJNeB2PNeVlTkR9LxEyeOhxTs?authuser=0&hl=en&rclk=1,Crave Restaurant,4.2,67,Family-friendly,, Opens 10AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipNh6B9PeDec-Y9Xq3rEc6UdLvQ35AD23BN4YDo9=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Pokhara+Nanglo+House/data=!4m7!3m6!1s0x399595b9cff83fb7:0xe07017dc49edd640!8m2!3d28.2135141!4d83.9573445!16s%2Fg%2F11hf1b6x70!19sChIJtz_4z7mVlTkRQNbtSdwXcOA?authuser=0&hl=en&rclk=1,Pokhara Nanglo House,3.1,12,Restaurant,6X74+CW5, Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipP8jJujRPvMlBlg9lCV0rZfQuNzvdAYCfqJIOmR=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Hot+Sandwich+Corner+and+Cheese+Shop/data=!4m7!3m6!1s0x3995951e7da88c97:0x22d4e688a8f8c1f1!8m2!3d28.2102507!4d83.9579459!16s%2Fg%2F11cmgr02t5!19sChIJl4yofR6VlTkR8cH4qIjm1CI?authuser=0&hl=en&rclk=1,Hot Sandwich Corner and Cheese Shop,4.6,323,Restaurant,"street no.15, pahari marga, Da Yatra St", Opens 8AM,Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipOEq8Q3ixUy6QDJcGe0dNveZS5m36j_62mONOkH=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Srijana+farm+pokhara/data=!4m7!3m6!1s0x399594e18dccebb1:0x2566547599361c3f!8m2!3d28.2147972!4d83.9580333!16s%2Fg%2F11c6_ws13f!19sChIJsevMjeGUlTkRPxw2mXVUZiU?authuser=0&hl=en&rclk=1,Srijana farm pokhara,4,55,Restaurant,Baidam Rd, Closes 2:30AM  Reopens 8:30AM,Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipPvvJmGjKwcmmPzCuKo32szI9C2c6AAw7zq3NEF=w92-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Asian+Food+Land/data=!4m7!3m6!1s0x399595ce210a5311:0xb96fb7b738ceac73!8m2!3d28.2054736!4d83.9760077!16s%2Fg%2F11h0899l2l!19sChIJEVMKIc6VlTkRc6zOOLe3b7k?authuser=0&hl=en&rclk=1,Asian Food Land,4.2,104,Asian,Pokhara 邮政编码:, Opens 6:30AM,Closes 8PM,https://lh5.googleusercontent.com/p/AF1QipOhP2aM3XD2IgXzgUxHNG3qRrvSkL7CAiDZ8Vid=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Red+Apple+Restro+%26+Bar/data=!4m7!3m6!1s0x3995953b0fd08885:0xe958b2aacb3aaea9!8m2!3d28.2137258!4d83.9586232!16s%2Fg%2F11h_ft5dkj!19sChIJhYjQDzuVlTkRqa46y6qyWOk?authuser=0&hl=en&rclk=1,Red Apple Restro & Bar,4.3,14,Restaurant,6X75+FCX,Opens 7AM,Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipMJEkCO7A7qu_C_phk14xiRZEj6S0ua5bzwIk2g=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Dragon+Pokhara/data=!4m7!3m6!1s0x3995951bbcf8e6e3:0x5e49d4c41eb28ea2!8m2!3d28.2128949!4d83.9618888!16s%2Fg%2F11pf5k4pz3!19sChIJ4-b4vBuVlTkRoo6yHsTUSV4?authuser=0&hl=en&rclk=1,Dragon Pokhara,4.2,17,Chinese,Lakeside Rd 06, Opens 8AM,Closes 9:45PM,https://lh5.googleusercontent.com/p/AF1QipOQYehT_9hubrl03YOsrcyFBpjnBLhoWkdMidlh=w80-h106-k-no,Dine-in,Drive-through,Delivery
https://www.google.com/maps/place/Deja+Vu/data=!4m7!3m6!1s0x399594e6bb14555f:0x5ada0ae2945d9c75!8m2!3d28.2197894!4d83.9578568!16s%2Fg%2F11dybf3r0v!19sChIJX1UUu-aUlTkRdZxdlOIK2lo?authuser=0&hl=en&rclk=1,Deja Vu,4.3,71,Restaurant,6X95+W49,Opens 7AM,Closes 8PM,https://lh5.googleusercontent.com/p/AF1QipOKVtUNIN7VyTjmwQKvwtU8CIDRxOdSDq7aimMG=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Mint%27s+Hut/data=!4m7!3m6!1s0x399594e6be285b17:0xf0ca0ad059e34613!8m2!3d28.2202508!4d83.9574682!16s%2Fg%2F11dxrr61sv!19sChIJF1sovuaUlTkRE0bjWdAKyvA?authuser=0&hl=en&rclk=1,Mint's Hut,3.9,327,Restaurant,6XC4+4X4, Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipNFOPV97RR9t9o1lc0BrIdOjBCfj1ylNPz6IRR8=w192-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Rajwadi+Restaurant+-+Taste+of+Rajasthan+%28Gaurighat%29/data=!4m7!3m6!1s0x3995952490478bbd:0x5d60680d98dbbda7!8m2!3d28.2051182!4d83.961902!16s%2Fg%2F11q250_lr4!19sChIJvYtHkCSVlTkRp73bmA1oYF0?authuser=0&hl=en&rclk=1,Rajwadi Restaurant - Taste of Rajasthan (Gaurighat),4.5,157,Vegetarian,Lakeside Rd, Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipN93glpKVfjqfnKyQ8-GVS0IbCMh7pUg9ZR_wrR=w122-h92-k-no,Dine-in,Drive-through,Delivery
https://www.google.com/maps/place/Alina+Thakali+Bhancha+Ghar+%26+Restaurant/data=!4m7!3m6!1s0x39959545ca9df4ab:0xb1b2a58f2ea48a6!8m2!3d28.2061804!4d83.9617571!16s%2Fg%2F11fqt_qs3r!19sChIJq_SdykWVlTkRpkjq8lgqGws?authuser=0&hl=en&rclk=1,Alina Thakali Bhancha Ghar & Restaurant,3.5,11,Restaurant,, Opens 7AM,Closes 12AM,https://lh5.googleusercontent.com/p/AF1QipOQbo0l405Ix302pwCGMRZiLc0qyx4pTe802M2r=w189-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Tungna+Restaurant+%26+Lounge+Bar/data=!4m7!3m6!1s0x3995944e701f08cd:0x55357d9210bcfb2e!8m2!3d28.221018!4d83.9869709!16s%2Fg%2F1pp2tvjyt!19sChIJzQgfcE6UlTkRLvu8EJJ9NVU?authuser=0&hl=en&rclk=1,Tungna Restaurant & Lounge Bar,4,136,Restaurant,6XCP+CQ5, Opens 10:30AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipMYDat_cXMRdqMV7DgNLbzZX70wwRzA-CPiA9VG=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Pokhara+Pizza+House/data=!4m7!3m6!1s0x399594e3d13aba1d:0x3f54dc73c5dc2979!8m2!3d28.2095959!4d83.9563815!16s%2Fg%2F11b62q9zkx!19sChIJHbo60eOUlTkReSncxXPcVD8?authuser=0&hl=en&rclk=1,Pokhara Pizza House,3.9,196,Pizza,Lakeside Rd, Opens 6AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipO-2fqku1RBCvMDyF_5FouT0ZajwNQvc7MsophQ=w128-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/New+Era+Restaurant+and+Party+Palace/data=!4m7!3m6!1s0x399595aadc9cf72d:0x17e459fb3a3eb84b!8m2!3d28.2127613!4d83.9764238!16s%2Fg%2F11c45q0kx_!19sChIJLfec3KqVlTkRS7g-OvtZ5Bc?authuser=0&hl=en&rclk=1,New Era Restaurant and Party Palace,3.7,159,Restaurant,"0KM, Firke,", Opens 8AM,Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipPrM52bq9n1sWWZYCGGnZOyHymehB92DL_g1uyp=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Naan+House/data=!4m7!3m6!1s0x3995951d49b801bd:0xa78c4a539beff639!8m2!3d28.2119034!4d83.9633882!16s%2Fg%2F11c5xkt134!19sChIJvQG4SR2VlTkROfbvm1NKjKc?authuser=0&hl=en&rclk=1,Naan House,4,71,Restaurant,Lakeside Rd, Opens 7AM,Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipNun5NTV4h-ly1YzapVCkFv7W4EqEBCX3Fqx8L4=w80-h106-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Dragon+Tibetian+Mo:Mo+and+Shabhaklape+Restaurant/data=!4m7!3m6!1s0x399595e45e442273:0xed3ae43a1cd18719!8m2!3d28.2091587!4d83.9790179!16s%2Fg%2F11rsfbj_x2!19sChIJcyJEXuSVlTkRGYfRHDrkOu0?authuser=0&hl=en&rclk=1,Dragon Tibetian Mo:Mo and Shabhaklape Restaurant,3.7,51,Tibetan,6X5H+MJ6,Opens 7AM,Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipOb2dMzZOhqWzrYufm7yPjq7jybkmd4Zl-o19do=w80-h106-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Spice+Nepal+Pure+Vegetarian/data=!4m7!3m6!1s0x3995951daf7d3cfb:0x80d80b06360e3f4b!8m2!3d28.2109516!4d83.9607503!16s%2Fg%2F11csq1phy2!19sChIJ-zx9rx2VlTkRSz8ONgYL2IA?authuser=0&hl=en&rclk=1,Spice Nepal Pure Vegetarian,4.8,267,Restaurant,16, Opens 8AM,Closes 8PM,https://lh5.googleusercontent.com/p/AF1QipPrIZ3XyoADteiuZ-auLZW70VcEruRiaQNOvO-G=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Hot+N+Spicy+Kitchen+N+Bakery+Cafe%28%E0%A4%AE%E0%A4%9F%E0%A5%8D%E0%A4%95%E0%A4%BE+%E0%A4%9A%E0%A4%BF%E0%A4%AF%E0%A4%BE+%E0%A4%AA%E0%A4%B8%E0%A4%B2%29/data=!4m7!3m6!1s0x39959556c3fc986f:0xa127bc1932af7c21!8m2!3d28.2197864!4d83.9777907!16s%2Fg%2F11j7bbtycb!19sChIJb5j8w1aVlTkRIXyvMhm8J6E?authuser=0&hl=en&rclk=1,Hot N Spicy Kitchen N Bakery Cafe(मट्का चिया पसल),4.1,83,Restaurant,Pokhara-Baglung Hwy,Opens 7AM,Closes 5PM,https://lh5.googleusercontent.com/p/AF1QipP-k4uUQ_jWnW9GDsT9b3UWtYQ-zsv6Rkr9ISAf=w80-h106-k-no,Dine-in,Kerbside pickup,No-contact delivery
https://www.google.com/maps/place/Punjabi+Restaurant+100%25+Veg/data=!4m7!3m6!1s0x39959534a1a5fb09:0xfefa2b3024bd387e!8m2!3d28.2118451!4d83.9570588!16s%2Fg%2F1td6qmtz!19sChIJCfuloTSVlTkRfji9JDAr-v4?authuser=0&hl=en&rclk=1,Punjabi Restaurant 100% Veg,3.2,709,Restaurant,Center point, Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipOSY2asfeZ57qnaCFJaHWX12qxFTpRhxEyYenjo=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/The+Juicery+Cafe/data=!4m7!3m6!1s0x399594e6fb239279:0xc2132283e08fec54!8m2!3d28.2205057!4d83.9570837!16s%2Fg%2F11c1_vz5fy!19sChIJeZIj--aUlTkRVOyP4IMiE8I?authuser=0&hl=en&rclk=1,The Juicery Cafe,4.3,"1,052",Cafe,opposite 3 sisters guesthouse Street No. 22A Bangladi, Opens 11AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipNzkNZaz_u1O7HEkZUnpPQWushe0URSODAB9efB=w80-h106-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Pokhara+Sukuti+House+Restaurant+%26+Bar/data=!4m7!3m6!1s0x399595b4908abf23:0x2a2136dcce19ca64!8m2!3d28.216204!4d83.9571772!16s%2Fg%2F11pv0gmkzx!19sChIJI7-KkLSVlTkRZMoZztw2ISo?authuser=0&hl=en&rclk=1,Pokhara Sukuti House Restaurant & Bar,3,2,Restaurant,"6X84+FVM, gantavya St", Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipNZ3hAf1ngFSPJ5UJd2IhrpMzemXPlfV0YYlfDB=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Almond%27s+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x3995951e69e2fd27:0xc6c74746303e0ea4!8m2!3d28.2111215!4d83.9572583!16s%2Fg%2F11ddwxc15l!19sChIJJ_3iaR6VlTkRpA4-MEZHx8Y?authuser=0&hl=en&rclk=1,Almond's Cafe & Restaurant,3.8,125,Restaurant,6X64+CWR, Opens 9AM,Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMqnzZ2yGnUAzvjAy4lUkSMhGdMHSvwEMqDNRNQ=w184-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Pokhara+Bhetghat+Restaurant+and+Champaran+Meat+House/data=!4m7!3m6!1s0x3995953adeef05fd:0x6881f926ddc650dc!8m2!3d28.2121561!4d83.9795215!16s%2Fg%2F11v5f4fgjm!19sChIJ_QXv3jqVlTkR3FDG3Sb5gWg?authuser=0&hl=en&rclk=1,Pokhara Bhetghat Restaurant and Champaran Meat House,4.5,31,Indian,6X6H+QQ4,Opens 7AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipPvM566EP0jkRnqCbmRJ7zarNSIdGENxgNXgBGi=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Lake+Lovers+Caf%C3%A9/data=!4m7!3m6!1s0x3995950015c7f95d:0x629a07e9c057d36e!8m2!3d28.2197643!4d83.9577505!16s%2Fg%2F11h6tjbm2l!19sChIJXfnHFQCVlTkRbtNXwOkHmmI?authuser=0&hl=en&rclk=1,Lake Lovers Café,4.8,81,Restaurant,Lakeside 6, Opens 1PM,Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipP5CQcWTPPjQ-eughuqZv4QT-sAC6DDCr9-gnar=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/The+Muglan+Restaurant/data=!4m7!3m6!1s0x399595ad82741f3f:0xf330921a14fb8f37!8m2!3d28.2113816!4d83.9844109!16s%2Fg%2F11gflyl5cf!19sChIJPx90gq2VlTkRN4_7FBqSMPM?authuser=0&hl=en&rclk=1,The Muglan Restaurant,4,335,Restaurant,New Rd, Closes 8AM,Closes 9:45PM,https://lh5.googleusercontent.com/p/AF1QipPHWH1YgUxt9f4A5UmA5t6VVPT1eAsAPKoVdeDg=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Soho+Pokhara/data=!4m7!3m6!1s0x399595b7ae08dc57:0x63f0ac36868d27df!8m2!3d28.2099163!4d83.9559932!16s%2Fg%2F11ffmnhf2x!19sChIJV9wIrreVlTkR3yeNhjas8GM?authuser=0&hl=en&rclk=1,Soho Pokhara,4,46,Restaurant,"6X54+X99, Fewa Marga, Lakeside Rd", Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipM1VuOIDdilRKUA8veCGaaq2AH5aeI1ytCsaYu4=w80-h107-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Third+Eye+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3995958d6c6b9ab9:0x13d7b4be73efa531!8m2!3d28.2227946!4d83.9874216!16s%2Fg%2F11fm3crywx!19sChIJuZprbI2VlTkRMaXvc7601xM?authuser=0&hl=en&rclk=1,Third Eye Restaurant & Bar,3.8,4,Restaurant,6XFP+4X7, Opens 8AM,Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipP7thewmB9ZZt8laxVbp363PxyopsmgYhtWXu-j=w122-h92-k-no,Dine-in,Takeaway,Delivery
